formula,target
Cl12Re1Te2,2.44092
Ag2Ba2F2Se2,2.234553
Cl4I4Sn4,3.127951
Cl24N4Nb4S4,2.916014
K4S6,2.334169
I12Mn4Tl4,3.08381
Ir4O8,0.436824
Cu16Ge2S12,1.604709
I12Tl4,1.841403
Li8Nb8O24,4.596221
Br10Cs2Hg4,3.192142
Ba3Li4Sb4,0.072572
B4F8,6.783174
Au4Ba2F16,4.521498
C8H4O12Sn4,3.301565
C2Na2Pd1,1.5551260000000002
Pb4S12Zr4,1.948112
In4Lu12S24,1.941781
Co1H2K2O10Se2,2.137635
Li10O14W4,1.1475
Ga4I16K4,3.591219
Bi2Ca4Na6O12,3.005685
Ga2Ge2N2Sr4,0.527229
Co2Na12Se8,2.565617
H8Mn1O16P4Tl2,5.386679
Au4Br16K4,1.986434
I6In1O18Rb3,4.064329
Bi4Fe4Ga4O18,3.565717
Br8S28Te4,3.022929
F6Pt1Zn1,4.178331
La4P28,1.500317
I4Sn1,2.577358
Ga8S12,2.828729
Ge8Te8,0.85605
Ba4Cr4S8,1.978851
Cl24O8P4Sb4,3.567356
Al4Cu4F24K4,4.563502
F16H8Mn4O4Rb4,3.428396
Al1F3,9.697908
Ga2Na6P8Sr6,1.388568
C1Li2N2,4.99725
Cs4Hf2Mo6O24,4.898011
Cl16Cu2Ga4,2.874365
Hg2P2S7,2.789959
As16Mg4,1.407985
B26C4Li2,3.403347
Ge2K2La2Se8,2.218364
F6Ni1Rb2,4.191814
Br4La8S20Sb4,1.914395
Ge2S6Tl4,2.29209
F24K6Tl6,4.082862
C2Ca2O6,6.711941
C4Cl2N4Ni2Rb2,3.650947
Bi4Mo4O26Se4,3.580804
Cl18Cs6Lu4,6.683347
Bi2H2O12Se4,4.708565
Ba10In4Sb12,0.438238
Cu1O7Rb4Si2,3.487016
As8Na16Ti2,1.6941399999999998
Fe4O28P8Sr2,3.770958
Ba4Fe8O4S8,2.809364
Li6Na10S16Ti4,3.293226
I2O14Sb10,3.321439
Au2N24Rb2,2.650955
C10O10P8S6W2,3.282485
Hg8I4O4,1.549273
Al2La6S14V2,2.459211
Cd1Cl4Cu1H8O4,3.413385
O12W1Y6,4.228881
Na12P8W2,1.856023
Au3Rb1Se2,2.656106
Cu4I6Rb2,3.395874
Cl9Cs3Fe2,2.747141
Ag4C8Cu2N8Rb2,3.600362
K2Pt1S2,2.349555
As4Br1K1O6,4.018767
Br12Nb4O4,2.854437
Fe12O28P4,3.670633000000001
Na4O14P4Pd2,3.611153
Al4Ca12N12,3.5588710000000003
I1Li1,5.25389
Cu4Te6Ti2,0.532391
Cu3O18Se6Tl2,2.50121
N2O28Pd1S8,2.084516
Bi2Cu2O2Te2,0.445111
Ag4In4S8,1.4337090000000003
Ba16Br8Si12,0.6891779999999996
Cs12Na8P12Sn4,1.796626
C12O12Pt1Re2,2.567781
Hg8S12Si2,1.24905
Ge4Na8Se10,2.527019
Fe2K4O14P4,4.044327
Ag2Cs4Nb2S8,3.142943
Mn1Mo1O6Sr2,1.204262
Ag5Ba2La1S6,2.328891
Cu2Ge2Se14Y6,1.926861
As4Ba2Cu4O16,3.867966
Bi8Cr8O24,2.778594
Bi16Rb16,0.473757
Na2P4S12Sb2,2.933875
Ag4Mg4O16V4,3.551923
Bi4F16Rb4,4.746774
Cu2S4Tl2,0.0386979999999996
As4Ba3Zn2,0.139132
Ba2Li1O6Re1,2.92142
Bi4Li4O8,2.937354
Ba3P2S8,3.025725
H8O16Sr4Te4,5.251283
C2F10N2S4,4.085741
Cd12K8Te16,2.1903140000000003
As4Cl2I2Pb8S12,2.489103
Al4Na14Sb10,0.7312060000000002
Ba4Cu2Ge4O14,3.373547
As4Ba4Zn2,1.148498
C24O16,4.893145
Na2P2Zn2,1.740694
Cu2P2Sr2,0.602803
As2Ba1Cd2,0.7920660000000002
Hg14O20P4,2.598621
Hg1In2Te4,1.117463
C8H6N2O16P4Zn2,3.325211
Ca12In4P12,1.70356
Ga4La8N12,2.687503
Br6Cd2Cs2,4.07394
Fe3H6Na1O14S2,3.23356
H3I1Sr2,2.951741
C4H10K2N6O6P2S4,4.650558999999999
As4Cu8K4S12,2.159953
C4Cd2H12O14,5.432304
C4N4S4Sn2,3.18755
Mg2Te2,3.141129
B4C4Cl8N4Sr12,2.811273
Bi8Ge4O20,3.49165
F6K2V2,3.735231
As8O28Ti4,4.203714
Bi8Li8O24,1.180852
Cu2Ni4O16P4,3.418749
Al2Br16Nb2,2.508346
Br10Cs6Fe2,3.426741
Ag4S8Si2Zn2,2.919359
K8Mo4O4S12,2.280671
C4H8Mn2O12,3.726121
As8Ge8Se8,2.235262
Cl12Hf2Te16,1.3176200000000002
Cd8Cl4H12O12,3.678122
I2Na2O12Pb4,3.917413
Ba8F8Se12Sn4,2.603566
Ge2Hg8S12,1.1157889999999997
Bi8Br8,0.117956
As2Be2Mg1,0.9761220000000002
Cs4Mn2S12Te4,2.612198
Ru4S8,1.580138
O6Sr2Ta1Y1,4.896248
Cl16Hg4K8,3.590975
B4Ba8N8O2,3.848705
Cs4Cu4Se16,1.907919
As6Sr6,0.5913649999999999
Ag6N2O6Se2,1.719867
Na4Ni2O4,3.86319
Au2I4K10O4,3.140855
Al4Na4P12Sr8,0.964721
Be12F24,10.176448
Ga4I12Li4,3.110327
Mn2O12V4,2.026331
O24Rh16,2.387627
K3S4Sb1,3.235182
P4Pb2Rb8Se16,2.6325
Ag4S16Ta4Tl8,2.736992
Mg1O6Sr2Te1,3.93404
Mg4O24V8,3.080124
Cl12Mo4S8,2.237862
Hg6O10Se8,2.953693
Bi4Ca2O18Ta4,4.008989
O12Ti8,0.788274
O14Pb4Sb4,2.82623
F28Pb8Rh4,3.847252
Na12Sb4Te12,2.017894
Au6Cl6O6,2.265219
Ba8Te12Zn4,1.985149
As4S16Tl12,2.283306
C4Cl16O8Sb4,3.416072
Ca1O6Sb2,4.38836
Cr2Si2Te6,0.7578609999999999
Al2Ca6Na6Sb8,1.002877
Co8Ge12Te12,1.028759
Ca8Fe8O20,3.201259
Br16Nb6,0.0593
Pb8S20Sb8,1.487595
F8V4,3.732527
Li2O2Pd1,3.129996
Ca4Cr4O12,1.46145
F10K2Na2Nb2O2,6.058466
In9Rb3S15,1.998303
Al2Ru1,0.432674
Ag4Lu4Se8,2.0752839999999995
Al2B2O7Sr1,6.330873
P8Sr6,1.522519
I2Sb2Te2,1.2090735
La4O14Zr4,0.431257
Cl2H4Mg1O10,7.370875
Cl24Rb6Re6,1.639503
As4K12Se12,2.980927
K8Mn4Na4O16,3.174812
La2N2,2.395475
K10Te6,0.517405
Mg2S8Sc4,2.631641
Ni1O2,2.776866
Ba4Cu6Li2O12,1.815415
O12Sb4Zn2,2.572886
Bi4Ga4O12,2.933422
Bi12Ge1O20,3.435114
La8S12,1.747765
Ca1K2N4O8,3.888468
Au2Ca2P2,0.0569069999999998
Ba3Cd2Sb4,0.136241
Cl16O4Se8Te6W4,1.35065
B12O2,2.796231
Ba8Cd8K4Sb12,0.71305
Ba2O14Te4Zn2,3.077881
Fe4O8Si2,3.106546
B32Cl32,1.559609
Li4N6Si2Sr3,3.206716
S12Sc4Y4,2.766559
Co2P2S6,2.3921969999999995
C2Sr1,2.925551
Ag1F1,1.25455
Cr8K8O28,3.973755
F6O18Re6,3.991617
Be24N16,4.55563
Ba8S12Zn4,2.972064
F16Ge6,5.392652
Ag4Cd4O16V4,3.433337
B1K1N2Na2,2.988832
Cl2In2S8Sb4,2.160552
Ag2In2Se4,0.7379900000000001
K4O14W4,3.433221
Al8Fe8O24,3.615348
C4Cl6H16N2Pd2,3.18974
In1Li1Se2,1.530664
As4Se16Tl12,1.295802
As8Cu4O16,3.429871
Au4F16Zn2,3.646232
Br16Tl8,2.414607
Al2F14Mg2Na4,8.9695775
Nb6Sb4Te10,1.2556
Ag8O12Te4,3.109046
Ba1F6Pb1,4.916894
Ca2Cu2Ge4O12,3.354462
Al4As12Ca12,1.311858
F6Ga2,6.967622
Ca6Fe2O12Rh2,2.473517
Cs4O26P8Ti2,4.03468
I12Ru2Te14,1.417207
Li4Mo8O32Sb4,2.570695
Ba2Cu2O12Si4,4.0958265
Cs6I18Sb4,2.434201
Ag6K2Te4,0.886081
H16O16Pt2Sr4,4.394793
As6H2Sr10,1.282601
Cl4Ru2Te16,0.356342
Cs4Ga4S12,3.606102
Co1Sb1Ti1,1.404118
Bi8Cs8Se20Zn4,2.034061
Fe2O26Te12,2.45628
Cu6Ge10K4O28,3.374917
Br8Pd8Te6,1.4262399999999995
C6Cs6I2O18Pb4,4.241911
Nb1O8Rb3,4.421017
Hg4K8S8,3.105064
Cs8Sb8Se16,1.882998
Al2Na6P4,2.2110550000000004
Ca2O20P4V4,2.781792
Al16F48,9.688452
Cs4Hg6S8,2.716515
Br8Cu8,1.780071
As8O40Rb8Sn8,3.753729
Ag4C4K4O12,3.740377
Cu4O16Te6,3.1819070000000003
As2K6Nb4Se22,1.844395
Ca1O1,5.316624
Hg4Mo4O14,2.3539975
As12Tc8,0.096368
Ni2P2S6,2.122605
Mg8S16Sn4,3.125525
Fe1S4V2,0.4483209999999999
B4Co6O12,4.065352
Cd2P2Se6,2.015627
Ge8S16Tl8,2.354841
Bi6Co1O16S2,3.187377
Cl2Li5N1,3.177907
H4O16P4Sn2,4.329352
Au4Cl16K4,2.838632
Na4O12Ti5,3.813596
Al2Cs2F8H8O4,8.472137
O18Ti10,0.4418805
O14Sn2Ta4,2.883884
Cd7I14,3.354806
Ba2H6Na2Pd2,2.241207
Lu4Mn8O20,2.183779
Ce1F6Rb3,2.651607
Cd8Se12Si2,1.695774
Cu4Mo8O32Sb4,1.27879
Ce4O20Rh8,1.937823
As16Mg24,2.065047
As3Rb1Zn4,0.590662
C4H4K1O9Y1,5.843791
Ag2Cs2N4O12,4.439147
Ag4C8Cs2Cu2N8,3.606686
Cr2Mo2O14V2,3.481383
As4K4Mo4O24,3.802726
S24Si12,3.760981
K12Mg2O8,2.865808
Cd2I4,3.3466940000000003
C8H4O8,4.345133
Ca8O12Pt2,4.092656
C16Cr2H24N4O4S4,3.0256
Cr2O8V2,2.917102
I6O6Rb18,1.640251
P4Se12Tl2Y2,2.255428
Sn4Te4,0.728955
Ba2Br1H3,2.903122
Fe2H2Li2O10P2,3.628334
Co4O12Se4,4.221394999999999
Au2Cs2I6,1.086566
Co2O8Se2,3.553214
As2Mn2Rb2,1.628893
Cr4I8,2.543412
B4Li4S12Sr4,3.44892
Cu1O1Rb1,0.906147
C4Cu4H8N4S8,2.817823
K2O2Pd1,3.236109
F8V2,3.798694
Na1O3,2.802337
O6Sn2Sr2,3.3253865
Cl30W6,1.428604
Cl12Cu4Tl4,1.739226
Cu1K1O1,0.828947
Al4Ca6P8,1.9251
Li6N6Th3,3.230942
Cl2K2O4,4.14024
Ag4O16P4Zn4,3.558443
Mn4Mo2P24,0.846037
S8Y4Zn2,1.678379
Cu4La4Se8,1.7781019999999996
Cs2Cu3F12Ti1,4.515572000000001
C8F12O8Ru2,1.972045
I4In4Te4,2.480195
C2Co1N2S2,2.969371
Br12Pb4Pd2,2.446968
H8La8O8,3.442448
As12Cs14In6,0.743916
Al4Cs4Cu4F24,4.479097
Cl2Cu1H4O4Pb2,3.276783
Ga2In2O6,2.800899
Ca1Li2O7Ta2,3.406
Mg2O10Ti4,3.992478
Ag8O8Si2,1.806865
Ru4Sb4Te4,1.109487
Mg8S16Si4,4.032467
Hg4O8S2,3.035179
Na8S8Sn2,3.110429
Ba4Cl2P14,2.140451
Mn8S16Si4,2.68221
I2La6S16Si4,3.586327
Ir1K4O4,2.289401
Cs1La1Nb2O7,2.781219
Ge24Ru16,0.798734
Li4O4Rb4,3.534147
Ba8Fe6Se20,1.418013
C8Co2Hg2N8S8,3.500269
Ba1Ni4O8,1.291685
Sn2Te6Tl8,0.219004
Be2La6S14Sc2,1.925937
Ag7F31Zr6,4.836982
Br8Cs4F28,4.327759
P4Ru4S4,1.264102
Ca4Fe4O24Si8,3.370124
H22I4O12Sc2,4.733656
Cs2P2S6,2.98374
K4Ni6S8,2.169986
F8Zn4,6.511167
K8S22Ta4,2.51907
S22Ta4Tl8,0.794533
Ba6Mg2O18Ru4,1.663307
Co2Na10O4S2,2.779818
P12Ru4,2.034719
Ag4Hg4O24Te6,1.19755
Hg8Na16S16,3.217809
Al12Mo4,0.090643
Fe4O10P2,0.534186
In2O7Si2,4.277083
Cu4Na12Se16Sn4,1.655895
Cs4Ge6O18Ti2,4.441362
Fe6O12Rb10,2.77668
Ca4Cl4Fe4O8,3.65054
F6Sn2,3.767847
Ba4Li1O12Sb3,2.993319
As2La2O6,3.849542
Cl10Nb2P8S20,2.052058
Br2Cr2O2,2.668873
Ni6S16Ta4,0.969438
Mn4O14Sc4,2.11713
Ag2Ba2Te6Y2,1.429816
Cu2O2S2Sr2Zn1,2.164224
As2Cu2O8Pb2,3.113925
Ge2Mg2O6,4.022595
H8Mn2Na4O20Se4,3.757296
B20F24,4.528249
Na8O8Zn4,3.237938
Cu1Ga1I4,2.930444
Bi12Cr4O30,3.089151
Mg2N2Sr1,2.798415
Cd6O10Si2,2.365732
O12Sr4Tc4,2.615565
C16H4O16Rb4,4.041032
Cs4Te10,0.87883
As4Fe4Te4,1.5568790000000003
Co2O8Rh4,2.387257
Cl22Nb8Rb2,1.3197389999999998
I2O14V2Zn4,3.813747
C2Cu4H8O10,3.255494
Ba2Cl1Cu1O2,3.944477
Cd3Te3,0.772988
Ag2Ba2Se6Y2,2.136067
Fe4In4O12,3.278478
Cl4Cr1Rb2,0.958278
La4O16Sb4,4.644977
Ba3O18V6,4.004271
Cs4Cu3F10,3.644542
Cs2F6Fe1Tl1,3.605393
Ag10Hg2O12Sb2,0.572211
C8H24Se8,3.072728
Cd2O12Sr4W2,4.223892
K1S2Y1,3.344225
Ce2O8Si2,2.998973
C6I6O6Re3,1.765901
K1O2Tl1,1.841017
Ba6Cl2In2Se8,3.212568
Ba8Se16Sn4,2.009498
C28Y16,1.189889
Mg3O14P2Pb3Te1,4.744673000000001
Cl4Hg6Se4,2.804841
La2O2Se1,3.666882
C1Cs2I18Zr7,0.416276
Al2H12I2O8,5.464676000000001
Ba4K4P4S16,3.356883
F4Pb1,3.371
Au2Na4Sb2,0.788764
Mn12O24Te4,2.246686
Ag2Cs4Nb2Se8,2.645324
Ag3Ca3P3,0.1918699999999997
Mn2P2Rb2,1.720865
Ca2O6Ti2,3.474207
I6Ir2Te12,1.329589
Cr4Cs4I12,2.15955
Nb8O16,1.202988
Ag2Mo3O16Te3,3.03254
Cl14Nb6O10Rb4,3.523306
Na6P2,1.049096
Bi2I2O2,2.2606575
K2Li2Te2,3.184106
Cl14Cu4Rb6,1.805287
Br2Cr2S2,1.3748410000000002
I2O15S4,3.673653
O8Rb1S2Tl1,2.990637
F14Mn2Rb6,3.272286
C6H12Mn2N6Na2O6S6,4.178502
Ag4Rb8S16Sb4,2.45492
Cl6K4Mn1,4.744358
Ba3Cl6,5.821614
H4Mn2O10Se2,3.802944
Co2In6Y16,0.217074
Au1C2Cs1,2.789427
Cs12Ge4Te12,1.764808
Au2K10P4,1.089631
H12K2O18Se2V2,4.13278
As4Cd4Na4,0.104953
Bi4Hg2S8,1.766267
Hg2O6Sn2,1.209426
Be1S1,4.091376
Cl6Cr2,3.606304
N6Na8Re2,3.692132
Ag8O8Pb4,2.102152
Cs2F6Pt1,4.739037
Br12Cs4Cu4,0.492288
Ir2Na8O8,2.371046
Na4O6Zn4,2.752524
Ge4Pb8S16,2.824546
C4Li4N4S4,4.767354
Ba6Bi2Na2O12,3.133697
Hg1Rb2Sn1Te4,1.316132
C8N8Se12,2.988181
Ge4Li8Mn2S14,3.278501
Mn2Mo2O12Sr4,1.43646
Al2Cs12K6Sb8,1.25775
Fe2H4K2O18S4,3.290137
As4I1K1O6,3.442183
Pd4Se8,0.42214
Ge4Mg4O12,4.042287
Fe12O16,0.388154
O6Pt3Zn1,1.194502
As4Rb4Sn2,1.375427
K12Nb4S16,3.298023
La2Na2O10Ti3,3.330096
Ag8Br4N4O12,3.176511
Fe3H9O15S2,3.380891
Mo8Ni12O44Se4,3.406011
C4Ge4H12N4O4,6.286717
B8Cu2Li12O20,4.138991
Bi1C6Cs2N6Na1S6,3.4601070000000003
Br6Cs2Fe2,3.625738
Ir4K8Na8O16,2.256655
H2Si2,2.797096
N4O4S4Se2,2.57216
C1Cl2Sc2,1.6795459999999998
S3Sb1Tl3,2.076617
Cu6Fe8O24Y2,1.968973
Na12S8Zn2,3.2804
Ge2In6O9Pt1,2.393646
F4Na2O4V2,3.15517
Bi4Br4Cd4Se8,2.084981
Ba2Cl1H3,0.3970539999999998
Cl24K12Sc4,5.6441
In1K1P2S7,3.056974
B8S16Sr4,3.82835
Br8Li4Mn2,4.775356
Ag2Br10Pb4,3.0504420000000003
C12Na4O12,1.557967
Li56N32Nb8,4.387854
Ge4P12Rb20,1.412092
B4Ca4H4O12,6.797116
K12Nb4Se16,2.664207
Mg2O12Ta4,4.172218
Hf2O4,6.117977
Cu2La2O2Te2,2.246626
K6S8Sb2,3.271274
Ba10Sb8,0.699594
B8Cu2Lu4O20,3.680759
Cr2O12Te2Y2,4.05893
H2O18Sr4V6,3.035845
Bi4K6O24V6,3.711241
Fe2O20P4Ti4,2.276279
Cl2K2Mo2O10P2,2.306264
K2Nb5O15Y1,2.884832
Ga4O8Pb2,4.492623
Co6S8,1.601645
Bi4Cs4Pt2,0.863455
C8Cd2H12O4S8,3.435811
As1Ba1Li1,1.1942829999999998
Fe2H4O10P2,3.477694
Au4O14Se4,2.849572
Fe2Na2O4,2.997786
Cs10N20Na2W8,2.573593
Cu4H6N2O12,0.085909
In2Te4Zn1,1.510415
C8H8Mo4O16,3.038764
Cu2K4O24P8,4.407613
Ba8Se12Zn4,2.642089
Cs4H20N8,3.403021
F2H12N2Na2O8P2,6.661529
Cs2Na2Te2,2.745124
Ba3Mn2O8,3.208389
Ag1Cr2H4O10Sc1,2.302291
Cs4O5Sb2,3.901629
Al4H8O18Si4,6.843156
Cu2K2Pd2Se10,1.8401
As6Na2O24Ti4,3.792418
Cl28Mo4O4S4,2.478302
B6H30N2Y2,5.929290999999999
Co8Na24O16,2.692132
Li2N1Na1,3.693355
As8Nb2Rb14,1.319075
Al2Na2Se4,3.1743740000000003
Ba4Cu2F12,4.707858
Ba4Te16Y8,1.4994689999999995
C4Cu4H4O20S4,5.151481
Cl12Hg6S4Zr2,3.860508
F12Ga2Li2Pd2,3.838037
Br1N1Sr2,2.877611
Fe2P4,1.844685
Br6W1,1.721327
C4H8I2N4Na2O4,5.555222
Al4Na12Te12,2.852662
Cs2Cu6Lu4Se10,2.226293
O28P8Sn8,4.445105
Ir2O18P6,4.187638
Cd2Ge4O10,2.998451
Bi4Mg2O12,0.938504
F8O2Pb1V2,4.196439
Br4Lu4Mo4O16,2.771136
C4Fe1H12O6S4,2.692264
H4O20Pb4V4Zn4,3.841048
As2Be1K4,1.490578
B4C4Ca12Cl8N4,3.15312
Au1C2K1,2.777772
Cs4Ge2Se8,2.491387
Ag12As4S12,2.530117
Na8O12Ru4,0.42973
Cu5Li2O14Si4,3.727905
As12Hf4Na20,1.535335
As4Ca12N4,1.6539440000000003
As4Ge1Te7,0.6061359999999993
Ba2Cu2Fe2Lu2O10,2.537199
O10Sb4,1.75531
La4O14Sn4,4.11157
Cs2F6Mo2O4,4.635314
As2Cu8K2S8,2.330067
O4Sn4,2.518353
Ge8In4Li4Sr8,0.03817
Ba1O6Sb2,4.472186
C8N8Pt2Rb4,3.646907
Ge4In4O14,2.476158
Al2Br8Cu2,3.820556
Ag4O22Ta8,4.100783
F8Mg4,9.050158
Be6P4,0.775522
Li2O16Sb6,2.497805
Li4O24Si8Ti4,2.224502
O6Pb2Rb4,2.534362
O24V16,1.994282
Na2O22V12,1.004522
Ba6In3O18Ru3,2.382611
Cs2Cu2F8,3.837287
Cu4Fe2S8Si2,2.225516
As2Ba2O2Zn3,1.123888
Te2V2,1.534496
Ag6As2S8,1.3277520000000005
Be5Pt1,0.311739
Mg4O16Sb8,3.196397
Re4Se8,1.753143
C4Cl10H12Se2Ta2,3.182603
B24C4Mg2,2.947924
Ge2In4Na4S12,3.231719
Cu4F8,4.601506
S4Ti2,0.272255
H10K4O12Sb2,4.844933
Bi2Br8Te4,1.523487
Cr4O6,4.172056
Lu4Mn2S8,2.319239
S10Zn10,3.474806
Cl12Hg6Se4Zr2,3.790852
N4O12Pd2,3.433736
H8Hg4I12K4O4,2.593345
F6V1Zr1,3.701888
Br2O1Rb4,1.562655
I6Pt1Rb2,1.237479
N2W1,1.857936
K4Mn2P4S12,3.244769
As4Cu6Hg3S12,1.224824
Br16Sn4,2.552391
Pd3Rb2S4,2.254317
B1Be2Cs1F2O3,7.674837999999999
S8Tl16,0.914146
Ga2O10Sc2Sr4,4.19703
H8Hg4O18P4,3.554693
Cu2S1,0.661016
Nb4O10,3.784617
Ca2Fe2O4,2.242514
P16Zn4,1.475706
Cu4S12Ta4,1.166006
C8H8N8O4Pt2,4.849608
F12Na4Nb2,2.367276
Cs12S12Sb4,3.45973
O6Sb2Tl2,3.375061
K4Na4Te4,2.688324
Co8O32P8Sr4,4.745265
C4F4H12O8,7.42236
Sb4V4,0.587757
Ba4H14O14Tl2,3.702915
Cu8Se12Sn4,0.235935
Cu4O4Tl2,1.880478
Ge4Ru4,0.578579
Li1O2V1,1.233173
B4O6,10.348116
Rb4Te4,1.517404
Co3Li3O6,3.056883
Au2Cu2Se8,0.523343
Br4O10Sb8,3.22824
Br6Rh2,2.589921
Mg2O12Sb4,2.621329
Ca9N6,2.394829
C8I4O8Ru2,3.141352
Pt1Rb2Te2,1.563292
Ag8O8,0.856
Bi2Ge1Te4,1.163098
B4C4Ca2,1.0381900000000002
B4H12,6.706451
Mn4O14V4,1.723188
Ga2N10Sr12,1.157553
Ca4Cs4H12,4.027137
Cs2H6O10S1Te1,4.041413
Cs12P28,3.076263
H12Li3O10V1,5.353499
Cs4P4Pb4Se16,2.466024
Br32Os8,1.12313
C4Cd2Cl4H16N8S4,4.411731
Bi2Co2O6,3.0048160000000004
Ge1O3Sr1,1.080706
Na8Se20Si8,3.415516
Cs8O16Ru4,2.490396
H8K4N4O12S4,6.987208
Ag2P30,1.774323
Bi2Cl1Lu1O4,2.594838
C2Mn2O6,5.527341
Ba8Cl4N8W2,3.052054
Ag6As6S12,2.3322490000000005
Cu2Rb4S8V2,2.248141
As2Be2Na2,1.9947700000000004
Cl2H2O2Pb2,3.747122
Ge4Mg4N16Sr12,2.514396
Bi4Mg8O24V4,4.380906
Co4Nb8O24,3.543648
Ir4P12,0.729306
C4H10K2N6O8P2S2,5.096874
Ba4S12V4,0.6152669999999998
S16V20,1.537228
F10P2,9.59711
K2Te1,2.8544805
Cu16Li8O16,2.034411
As8Ba4Ga8,1.6732829999999996
Ag1In5Se8,1.0597299999999998
Cl4O22Te12,4.039149999999999
Ag3F6Na3O6W2,3.915562
Au4Cl16H8K4O8,2.547499
Cl8Cu2H8O4Rb4,3.323429
F48Fe6Pb16,1.498324
Cu3O4V1,1.787046
Cd2F10Mn2,3.059871
Fe4Ga12,0.9527065
Ru4S4Sb4,1.741505
As2Hg2O6,2.601395
F2Fe2O1S2Sr2,3.462042
Cu2Li4O14P4,3.922121
As2Hg6I2Se8,2.043278
Cl8Li6V1,4.284346
Cl1N1Sr2,2.929077
Al4Cl12,6.728762
Cs2I6V2,3.62066
As8Ca6In4,0.7390750000000001
B2S6Tl6,1.650128
C8Fe2Y4,0.1026069999999998
Cu4Ge2Hg2S8,1.064876
Cl4La4Te4,1.5962560000000003
O2P2Y2Zn2,2.061774
Bi8O16Pd4,1.577308
As4Os2,1.306544
Au5O2Rb7,1.565381
Al10Na2O24Ti4,4.086174
Br20Re4Te12,2.048154
Bi2Cl2O2,3.545359
Au3Cs1Se2,3.054615
Cu1Ga1O2,2.158588
Cl20N4S4W4,1.814798
Cu12Sb4Se12,1.344112
Cr4I4K4O24,3.936516
Lu8S16Sr4,2.756651
Br4N6S4V2,1.50609
H18Lu6,0.347468
Cu1F6K2Na1,3.717858
As2Ge3Te6,0.525385
Cs12Fe4Se12,1.883823
Mn1Sn1Te4Tl2,0.814597
C4Cu4F4K4O12,3.487837
Cl36Pt12,1.905097
Li1Mg1P1,0.515539
F6K1Mo1Tl2,2.3942
Ge2Pd2S6,2.490855
O36S12,7.097554499999999
Ba2Cl1N1,1.946544
Cs2F6Pd1,4.367258
Mn4Te4,1.454051
Cu2Ga2O6S2Sr4,1.844906
Ba4Cu6S12V2,1.670224
I24In6Rb6,3.488873
B4Ba2Hf2O12,6.524745
K16Sn16,1.091688
Br10Hg12Se8Tl2,2.572854
I3S24Sb1,3.327303
C4O4,8.028059
Cu6Hg3S12Sb4,1.0859340000000004
Al1P1S4,3.79419
Ir2La6O14,0.306738
Ba4Rb4S16Ta4,3.335663
Cu6Ge8Na4O24,3.549538
Ge4Mn4O16Zn4,2.672193
F18Fe6,5.302704
Na8S12Te4,2.183082
Cl16Re4,2.542685
N1Sb1Sr3,0.969834
Mn4O12Sc4,2.089707
Cl4N12Pt4S16,2.147008
Nb4S22Tl8,0.770847
Cd6Sb12Sr11,0.8477929999999998
C4Fe1Hg1N4S4,2.669432
Ba4Cu4La4S12,2.015278
Bi8Br4Ru2,1.156307
As4Mn4Na4O16,3.445154
H8N24,5.259836
K4Se10Sn4,1.543628
Ca2P6,0.493747
H12K2N6Sn1,3.78783
Cs12H20Mg4,3.450784
B2O6V2,2.67598
C1Ru1,1.472176
Cl4Cs4N4O12Pb2,3.842528
Br12Sn6,3.262866
Ag4As4Se4,0.0776510000000003
B4Fe4O10,3.5168220000000003
Al2Cl8Cu2,4.380047
Cl18Tc6,1.944513
Ca4Co2O14Si4,4.2600445
Sn4Sr8,0.441863
Cs2O12Sr1V4,3.884904
Ba12Br8Fe8O20,4.430853
As4Fe4Li4O16,2.490073
F40Nb8,6.270125
Cl2O4Rb2,4.223608
C6Co1Cr1H18N12,2.47883
C12Fe2K2La2N12,5.205802
Cu2Se14Si2Y6,2.491347
As2Ge4Te7,0.3723400000000003
O10V6,1.459275
La8S20Zr4,1.892429
Br12Co1Sc7,0.7000519999999999
S12Sn4Zr4,1.539954
Cl8Mn3Na2,5.203385
Os2P8,1.295504
Br20Sr10,5.499852
I2Mg1,4.587831
Hg12Rb8Te16,1.78846
F6Pd1Pt1,3.05665
Ba2Nb1O6Y1,4.272385
Ag10S8Sb2,1.5964809999999998
Cl6Pt1Rb2,3.279196
F28I4Pb16,3.793371
Li2Nb2S4,1.178375
Cl16Pt2S4,3.03237
Cl6K2Re1,2.893256
O24Pb4V8,3.128426
Ag4K8S16Sb4,2.074138
Sb24Sr16,0.363157
Cl8N2V2,2.501075
Al16O24,6.677213
Cs2I6Sn1,0.936289
Cd2O8W2,4.236298
F12I4,3.610634
Ge1I2La2,0.7637255
Cd4O14Ru4,0.028872
Cu4O4Sr2,3.160535
Bi1I1Te1,1.73876
Mo6O24Se2Tl4,3.309717
Be48P32,0.72909
I20In12Sn4,2.6407025
C6H16N4O2,5.507732
B4Se14Tl4,2.101559
Cd6Sb6Tl4,0.382333
Mo6O28P4Pb2,1.186041
P44Rb12,2.697475
O26Pd1Rb2S8,3.666611
Ba4Ge2Se4Te4,1.439642
Ba1S1,3.075817
Br7Nb3S1,1.5788410000000002
Ba6O8P4Se8,2.145506
O4Pd2,0.728365
F1Na1,8.450592
O25Ta9V1,3.716186
As2Hg1K4,1.272145
Al4Cl16Ni2,4.14391
F12Na6V2,3.528669
K12S12Sb4,3.515466
Bi2Mn1Te4,0.197714
In6Na14Se16,1.924405
Hf2P4S12,3.249804
As8S16,1.9976
