formula,target
Cu2Hg1Si1Te4,0.61539
Co1H4Na2O10Se2,4.305586
Hg2O8Se2,2.466939
Al1Li1Si1,0.5192579999999998
Br2In2Sb4Se8,1.517262
C1H6N4O3,0.908191
Cd1Cl4Cs2,4.430842
Li2Mo6Se6,0.19262
Co2H12N2O10P2,4.573357
Cu4Mg4P4,0.545085
C10Hg1Mn2O10,3.262718
Co4Cs8I16,3.1113980000000003
Bi1Ni1Sc1,0.264493
Ba4In2Se10Y2,1.901715
Cs1F3Sr1,8.198585
H4O16P4Sr2Zn2,1.638165
Mg2Sc4Se8,2.060833
Cu10O20P4,3.270677
F4O2Sn4,3.37508
Co2K2O18P6,4.956381
Ag2Ba2La2Se6,2.326826
F18Fe3Li3Mn3,3.066091
O24Sn4Ta8,2.976862
K8Se12Te4,2.437533
Cl4O8Sr2,4.232135
B2Ba2Cd1O6,4.790811
Br2In10S10,1.6512569999999998
C8Hg8N16,3.733007
As2Cl9Cs3,3.363921
O14Si4Tl12,2.761722
In10S12Tl2,1.6854
In2Rb6S6,3.246685
Cl18Cs2Nb6Pb1,1.5843
Cl2N6,3.736844
Al1Ca2Cl1F2H8O12S2,7.135643
Cl12Nb4Se4,1.799926
Cl1Li1,8.040785
Ba4K4P4Se16,1.94581
B2Be4F2O6,8.096449
Pb4Sc8Se16,1.967941
F32Sn16,3.187007
Bi1Cs1F6,4.914777
K8O16Ru4,2.592467
H8K2O15P4Zn1,2.674112
H16K2N8Y2,4.249061
Cl14Cs4Nb6O10,3.501119
As2Cu2Na4,1.289488
Al4C8Cl14O8Rh2,3.470158
H12N6Na2Sn1,1.902382
Co4K8O8,3.483881
Cs12O16Sb4,4.367026
Cr4S12Sb4,1.554822
Cs2Ni3S4,2.359349
Ag14S12Ta2,1.687763
F12K4Zr2,8.079976
K6O18S6Sb14,2.492766
As1B1,1.859541
Ge4K4O12Zn2,4.427282
Cr2F16H4K4,3.175385
H4O16Pb8S2,3.671211
Bi4Cu8O24P4,3.157854
As4Cu8O18,3.475845
Cd4I2P6,1.7865514999999998
Mn4S8Sn2,0.867005
Ag4Br12Rb8,3.950965
Br2H12Mg1O6,5.622251
Cl12Pb4Pd2,2.93703
B2H6In2Na2O20P4,5.883533
Br12In4Zr2,3.156092
Na2O12Sb2Sr6,4.578878
I28Ta12,1.28502
Co2O6Sr2,1.146312
B2Br6,5.092757
Cl6Cs3H8O4V1,3.251252
Cu6F8H4O4,4.388446
Cl16Ga8,4.783141
Cl9Nb2S4Tl5,2.537506
Na8Se16,1.105765
Mn4O12V4,0.860211
Bi2I2O4Sr2,3.849446
Bi2Ca1O9Ta2,0.324696
Mn2Sn2Sr2,0.078809
Bi6Cl20Te4,1.7844540000000002
H2N4O18P2Pb4,5.059895000000001
F10H4Mn2O2Tl4,2.183264
Cu6K2S4,1.532588
Ag4Ca2O24V8,2.8726
P4Pb4Rb4S16,3.294241
O8Ru2,3.739205
F28O12Os8,1.513323
Al6Cd4O12Te1,3.833607
Ag3In3O6,1.407334
La6N22Si12,4.352707
H14N4O20Sc2,2.9276
In2S5Zn2,0.726846
Bi4Cu2O24Se8,3.637248
Cd8Cl8P4,2.228082
Hf2Si2Te2,0.066712
Fe2Li2O4,2.894941
Ba8K2O2Sb6,1.647787
Cd2Cr4O8,3.713295
Br6K2Se1,2.547363
Ag2Bi2P4Se12,2.077407
O28V8Zr4,3.707385
Ba2Cu2Sb2,0.2162540000000001
Rb2Se1,2.630857
O24Rb4S4V4,2.687566
O4Sr2Ti1,3.226257
Na12O16Ru4,2.516003
Bi2I6,2.196133
Ba4Li6N8Ta2,3.382136
O44Sn10W16,2.327236
H16N16,5.466744
Ag8Rb4S6,0.954294
Br20Pb4Tl12,3.726576
Na8O6Sn2,2.676136
Cu4H4I4O16,3.881581
Ge4Na4Se12Zn2,2.142119
Cs6Na2Pb8,0.608666
Cl22K2Nb4,3.186382
Nb6O16Sr1,2.903403
Cs2Hg2Se6Y2,2.271762
Br8Os2Y8,1.2764170000000004
La2Mn2Na2O12W2,2.88212
Ca4O14Ta4,3.46909
Bi4Cs4Ge4S16,2.561091
Ca2Co1O3,3.442645
Cu8K2O24P6,3.561952
K4Na16Sb12Sn4,0.872788
Ba4Ge8O20,3.367216
Ca2O16Te6,2.975689
As4H4Mn8O20,2.758778
Na4O12V4,4.454932
C10Fe2O10,4.951419
In4Mn4O14,2.450996
Hg1Na2O2,3.161647
C8H6Na2O10,4.301609
K2Mg2Sb2,1.874128
Cr4S6,1.092546
H14La2Ni10,0.922167
Na4O24Si8Ti4,2.361703
I12Ti4,1.216448
As8Co4,0.403039
Cu6O16P4,3.566342
Ag4As4S4,0.476823
As4Si2Zn2,1.6726139999999998
Cu4F24Ga4K4,4.757011
Mn4O12Rb12,3.015231
Na2Nb2S4,1.127151
K4P4Se24Zr4,0.064219
Cu2La2O16W4,2.616941
Na2O10V4,1.1510685
Bi2Cl4Cu2S2,1.634333
Rb6Se6,1.803637
Mo4O24Y8,3.055014
Cu2K2O4,2.807851
F12Pb4,2.785979
Cl3Cs1Sn1,1.4252300000000002
La1Li3Sb2,0.4591409999999998
F8Mn2Na2,3.54748
Cs8Se4,2.706742
Br4Cd2,4.079963
I12Rb4Sn4,3.060619
C4H16Li4N12,5.579283
Ag4Ba2Cu2O16V4,2.851663
Au4Na4Se8,1.5796009999999998
Cl11Cs1Hg5,4.012357
Ba3O14P2Te1Zn3,4.682346
Ba2Cu1O8P2,3.435776
Bi2Cu2P4Se12,1.700107
Cu2H8Na4O20S4,3.936919
Cr8F32,3.161052
Ni1P4Si3,0.902012
S16Sn4Tl16,2.252647
K12Mn2S8,2.685137
C2Cu2Na6O14P2,3.527581
S18Zn18,3.457168
H8Mg1O14V4,3.2203340000000003
N12Na12W4,2.994801
Ba4O48Ru24,0.024505
F14N2Ni1,2.208729
Na2O16Sb10,3.649706
Li2O7Sr1Ta2,3.424395
F2Fe2O1Se2Sr2,3.342045
Fe6Na2O24P6,1.095114
I6O18Tl2,3.095614
C4H12N4O4Si4,7.107604
O16Si2Sn12,2.564567
Cl18K4Ta6,1.944136
P12Sr6,1.451195
As2Cl26P2Sb2,2.971939
I8Se2Tl12,2.214078
Hf4S20Y8,2.054058
Os4Sb4Se4,1.850416
Cr2Cu2O8,2.892489
In2Sb2,0.021906
Cd2Cs4I8,3.731563
O16Pb8Sn4,3.067772
F32Mn8,3.300555
Ba2Hf1S4,1.5958110000000003
Cd1Cr4Cs2H4O16,3.911642
Ba2Cs1Nb3O10,2.569273
Li1P1S4Zn1,3.843471
F4La12N16Si4,3.042609
O16Sn4W4,1.409277
Cr2O8Y2,2.0399580000000004
Cr4O8Si2,2.949342
Nb4P2S20Tl2,2.159402
Br4Fe4O10Sr6,3.4845700000000006
Ba6C6N6Rh2,1.051796
Ag4K4O4,2.8063836666666666
As16Zn24,0.561073
K4Sn2Te10,1.086652
Ge2Se6Tl4,1.622514
Fe8O4Se8Sr4,2.851733
Cu4Ni1S7Si2,0.953617
Au4Bi8Na4O20,1.746047
As12La4Zn12,0.4828830000000002
Al4Cl16Cu2,2.760656
O22Pb2Pt8Sr8,1.818923
F8K2Mo2Na2O4,2.931723
As5I1Te7,0.6294469999999999
Bi4K12Se12,2.87877
Cl16Cr4Na8,3.273438
O14Tl3V5,2.766019
La1O7Rb1Ta2,3.642244
Sb2Sr1Zn2,0.25871
As2Sr4,0.17049
Mn12O24Rb12,3.801688
Cl16Ga4Hg11P4,2.327821
Ba8O12Zn4,4.274529
In2O12Os2Sr4,2.184183
Ga4Ru2,0.58802
Cl12Cs4Pd4,3.123848
Cu2Mn3O8,2.623861
Br16C8Fe3N8,2.444739
Nb4P4Rb4S22,2.106312
As8Ga8Sr4,0.6714090000000001
Co1N6Na3O12,4.0026055
Cd4Mo4O24P4,2.759425
As4Cu4S4,0.5782765000000001
K6Li2Na4O12Te2,3.758304
Mn4Na4O16V4,3.376611
Ga2N2,2.940348
K4Se6Sn2,2.486134
H4Na2Pt1,3.185769
Na6O8Sb2,3.823512
Al4K4Sb16,0.8585179999999997
F16O4Os4,2.246404
I6Pb2Tl2,2.874755
Rb4Sn2Te10,1.168234
K8Mo4O8S8,2.8500285
Ba4F28Fe4Mn4,2.860733
Ge4K4N4O4,4.088644
Bi2Cl8N6S8,2.871467
Ag3C6Cd1N6Rb1,3.94695
Cs4P2Se10,2.240781
Ca4Cu4Ge8O24,3.904111
I10Pb5,3.15039
Cu4S4Ti1,2.400841
Bi18I6Rh4,0.551929
C6F12,6.547825
Au2I6Rb2,1.02459
I8O2Ta8Te18,1.025862
K1O8S2V1,3.102703
Mn4N8Si4,3.647907
Ba4Bi8La4S24,1.181273
I2K2O6,3.919394
O12Sb4Tl4,3.318746
Cs4Hg2I8,2.8978650000000004
Au1K3O1,1.453293
Ga4Mn2S8,0.066026
Cl16Nb6,1.068641
Ge6S12,3.384229
As4Sn2Zn2,0.5519259999999999
N12O24Zr21,4.176096
C2Si2,3.199565
Ba2O4Pb1,2.131659
S16Y8Zn4,3.390717
Cs4Ni2P4,1.6133539999999995
Br4O16Tl4,4.441692
K2Pd1Se2,1.504118
Cu2La6S14Si2,2.772093
Cd6I12,3.357436
Pd1Sb1Sc1,0.480492
Al4Ba12Sb12,0.983476
As2Rb6,0.248684
Na2O8Pd1Se2,3.643128
Au2K2Na4O4,3.473534
Cu2Fe2O6S2Sr4,1.468884
I4O16P4Pb8,3.779707
I12Rb4,2.609667
F6Rb2Tc1,4.405632
Cs3Sb1,1.221163
In2S4Tl2,1.537139
Cd2O20P4V4,2.634345
K1La1S2,3.556247
Co2Na4S4,3.208959
In10S14Tl2,1.251326
K3O8V3,2.629242
Cd6Cs4K4O10,2.484803
Cl18Hg12In4P6,3.071602
C4Cu8H6N10,3.349202
Cu8O6,2.142684
I4Nb4O8,1.711057
Cl24Cs8Hg8,1.928114
As2Ge5Te8,0.3307849999999996
I6Rb2Sn1,0.799077
Cl14K4Nb6O10,3.509846
O2Pt2,1.149829
As6Na18,0.655807
Co2Fe2La6S14,1.94835
Ag2Br2O2Pb2,1.068393
Bi2Cl1In1S4,2.2778
Au4Cl16P4,3.4698070000000003
Co2O12Sb4,1.513729
Al4Cl24N4S8,2.883206
C4H20N12,5.556273
H20O16Se2,3.717567
Ag8Cs4I12,3.314453
Ba2Ce1O6Pt1,3.005965
Br2Cl2Cr1Cs1H18N6O8,5.144037
As2Cu1Na4O8,3.812183
H4N4S32,2.93354
As3Ga3O12,4.840491
Ca4O12Ru4,0.575651
F12Li4V2,3.222602
Cl4N4S6,2.419058
S2Ti1,0.283644
O24Sr8W4Zn4,4.331737
Ge2Na4O10Ti2,4.935544999999999
As2Bi2Cd4O12,3.425508
Ag6C6N6O6,4.259021
F8K4Mn2,4.790096
Ca12P16Si8,1.513386
Ga2Mn1S4,3.158145
O6V2Zn1,3.626452
Mn4N8O24,4.34002
Cr1H10N4O8S2,3.925513
F2N2,1.382362
Cu1H8O12Re2,1.429185
Ca4Mn2O12Sb2,1.732067
Cu2O7P2,3.73658
B3La3O15Si3,7.057737
K4O16V6,3.021335
Au2K6Se4,3.001868
Cl16Cs4O8Re4,2.502132
Ga2Hg1S4,2.574687
Au4O4Rb4,2.729075
Br4C4Cu4H8N8,3.659393
Cu2La4S10Sb2,2.316763
K2N6Ni1O12Pb1,3.25449
Li2Rb2Se2,3.250198
C8Cu2H8O16Sr2,4.031634
N6Na3O12Rh1,4.349434
Ca10Ga4Sb12,0.362187
Cs2H12N6Sn1,3.910212
C8Li2N12Rb2,5.623415
Al2Mg1S4,3.068088
Li4Rb8S16Ta4,3.612111
Cl12Mo4N4,2.569749
K12Se12Sn4,2.406755
F2La2S2,2.447385
C4H12N8Na2O8P2,6.587174
Au2K2P2Se6,1.770042
As8Rh4,0.685879
O10P2V2,2.8482043333333333
Ag2K4S8V2,2.279966
Ge2Se4,2.293199
S8Ti4,0.048
Ga8Se12,1.899787
Bi8O20Se4,3.890007
I2Li2O6,0.018217
O26Re4Sb8,3.565004
Cs20Te12,1.095039
C1K3O8V1,3.709627
As2Au2O8,3.46267
Fe24O32,1.1712995
Ga4K12Te12,2.335446
Ba4Cl4O12V4,3.481099
As2Cu1Fe2H2O10,3.2495540000000003
P12Pt8Sr2,0.796349
K2Nb2S4,1.294629
Cr2Lu2O8,1.204805
Ge2Li4Mo6O16,1.827653
Cs8Ge8S20,3.47122
As12Si12,1.661409
Ce1N2Sr1,2.159559
F10H4N2Te2,4.22785
B8Cl8,4.197987
O6Tl8,1.165648
Li12N8W2,4.173398
Be2O2,9.309576
As8Zn8,1.048958
Cd2O7V2,3.608426
Br32Tc8,2.4693
Nb4S12,1.075885
As1Ca3Cl3,2.8082540000000003
Ag8C4N8,2.184969
Cl10K4O1W2,1.816167
B6Bi2Cd8O20,3.483629
K4P4S16Sn4,2.56853
O13Rb2Ti6,3.900765
Pt1Sb1Sc1,0.934249
Ag2C4N4Na2,3.766462
F6Na1Rh1Tl2,3.922599
Fe1O7Ti3,0.824999
B4Cr12O24,3.0875990000000004
Mo4O20P4,3.098719
Cd2Cr2O8,3.334809
Ba4Fe6H2O44P12,3.814869
Ce2O8Sr4,3.983069
N8Pd4S24,1.915116
S16Zn16,3.4691020000000004
Co4Ge2O8,2.694215
As6Ni6O21,3.802765
Cd1N3O6Tl1,3.898748
Cd1Cl1K4O15V5,3.31257
Au6F24La2,4.237798
Br8S18V8,1.742443
Ag12O16S2Si2,1.03198
O24Tl16,1.408947
Ni2O4Rb6,2.276769
Cd4P8,2.160213
Cl8Cs12O2,3.220244
S2W1,1.796403
Cs4Se12Te4,1.074982
S4Ta1Tl3,3.274257
C8I4N8Pt2Rb4,2.288679
Cl16Nb4O4Te16,0.847235
B4I4N8Sr8,3.612717
Ge8Se20Sr8,1.827857
Cl2H8N2O4,4.896877
Na8P4Se12,2.725016
K2O22V12,0.893151
Cl20Cs4Pd8,2.973515
C6Sc8,1.032729
Ba4K4Nb4S16,2.907466
K1P2S7V1,2.115012
Ni4O16W4,3.73488
Au4F16Mg2,3.944396
Ca1Cu1K2N6O12,2.523335
Br7Mn2Rb3,3.126561
As2C12F12N12Zn1,6.264702
Cu3Nb1Se4,2.23017
Co6O8,2.830857
Bi4Mo2O12,0.634571
Bi6O14Sb2,3.255704
Li1Mo3O8Sc1,2.384486
As6O24Sr1Zr4,6.056233000000001
O12Pt2Sr8,3.795893
Cr4La8O24,2.984161
Co1Cs2F6,3.085033
Te8V10,1.45452
Bi2Cl2O4Pb2,3.014051
Cs4Se9Sn3Sr1,2.165451
Li4Mn2O4,4.2992550000000005
O12Pb4Sr4,1.330101
Ba1Co1K2N6O12,2.759491
K16Se16Sn4,2.579761
Cs12Ga2Sb6,0.9827819999999998
F24O16Tc8,4.300206
O20Sb8V4,3.788593
Br6Cs2Cu4,3.15534
Bi8Ce6Pd6,0.6105000000000009
Bi8Cl8Mn8S16,2.781786
Mn8O18Ta4,4.139853
Cd2Te2,1.672582
B3Li1N6Sr4,3.173982
Ba8Ga4S20Sb4,2.916802
Ir8S16,1.091368
P2Rb2S6,2.859986
H4Hg4N4O16,3.686936
Ge1Se1,0.259043
C4N16S12,2.567077
Cs4O24Se2W6,3.846386
Br8Fe6O8Sb4,2.664384
Bi4Cu12S12,1.6601559999999995
Na10O10Ta2,4.058076
Ba8Cd6Li4P12,1.08276
Na4O14Te4,2.139119
Mg4Se8,2.581165
Ir6P6Sr3,0.710402
In5Rb1S8,2.148959
Ga4Ge2La4S16,2.72239
As8Cu12S18,1.1602519999999998
F36Sb6Tl2,3.918539
Be4Cl12Te14,1.904917
Na2Te1,2.806577
Cl6W1,2.636811
Co2Pd1Se12Ta4,0.091894
Cr14O48P12,1.472538
Ag4Hg8N4O20,1.844451
Cu1H8O16P4Rb2,4.256429
Mg4O20Te8,3.257887
Ba12O72Ta24,3.532764
Cu4Se6Sn2,0.1458759999999999
Cd1Cu2Sn1Te4,0.523149
Co2F6Na2,4.812643
Ge4Mg8S16,3.333618
Ga2O6Rb6,3.717256
Ca6Li2O12Ru2,2.277703
Cl4O2Pd4,2.400325
As10Ca10Cd5,1.344299
Ag6K6S16Ta4,3.194718
Ba4Lu8S16,2.6064860000000003
C2Na4S6,2.211626
O14Ti8,0.183654
F24O4Sn16,3.942683
Cl2Cs1I1,3.388355
Cs4Fe4I16,2.001236
Al1O1,-0.054436
Au6C12Cs4N12Na2,3.469974
Cr1K1S2,2.153068
Au2K6Se26,1.374309
Bi2Cs2Nb4O14,3.680538
Ag2P4S12Sc2,3.090082
Ag2P2Rb4S8,3.297518
Bi4O8Sr2,3.61926
Pb1Se1,0.358651
Au2K2O16S4,2.935392
Ca2Cr2O14P4,4.209083
Cu2In2O4,1.462371
Ba12Mn4O36Sb8,2.613935
As4K4O8,5.111795
As16Se12,2.010582
C6Cd2N6Os1,3.703882
As8Ca2Na4O24,4.447134
Os3P12,2.065064
C9Si9,2.941318
Ge2In4Na4Se12,2.172747
Ba4Fe2H2O18V4,3.802825
Br4Cd2Sb4Se6,1.647126
As4K4Si2,1.707569
Ca2Ge1O4,4.510566
I16Nb4,1.115362
Na6O5Pb1,2.444038
Fe2K2Mo4O16,3.3043
Ba4I2P14,2.407878
H8N4Ni2O16,4.956644000000001
Ag2La6S14Sn2,2.881473
Fe2Se4,1.777346
K4P8Te4,1.812073
Li14N8V2,3.310758
F6K2Re1,4.056726
As2Ba1Zn2,0.190239
I10La4,0.631294
Br4Cu4N16S16,1.725427
Cl6Fe1K3Na1,2.887638
Ca4O20Si4Ti4,4.275881999999999
Pd1S6Ta2,0.260803
Bi4O18Sr2Ta4,3.546103
Co8H4O20P4,4.242916
Cr1K1P2S7,2.605309
C12Mn2O12Pt1,2.508661
O18Pb3V6,3.47445
As3Na1Zn4,0.699534
C24Os16,0.304817
Cl16Pb4,2.73893
Cl2Hf2N2,3.236764
N12O16S14,3.401987
Pb4Se12Tl16,0.339273
Au4Bi4Cl24,2.745784
Au3Cs1S2,3.050077
Co3H16O16P2,2.690477
Ag4Cu4S4,1.399464
Cs2F4Hg1,3.79697
Mn6O8Rb4,2.226237
Ba4O16W4,4.238375
B8Mn12O24,4.225276000000001
As4Ca4Co4H4O20,3.664036
Ba4La2O12Ru2,2.21815
C6Co2H18N12,5.721308
Cl4Nb2Se4,1.869682
As4Na4O20Ti4,4.072624
Ir8P8Te8,1.4749
Fe1H6Sr2,3.777331
Cu2O12V4,3.200875
As2Ba3O8,5.805314999999999
Cs4F16Mn4,3.374363
K12Sb4Te12,2.434103
Be2I4,5.087285
Na16Sn16,0.619866
Cl26Li2Mo12,3.569277
Cd1Te1,1.632519
Ge1I2,2.558108
Na4S12Sn4Zn2,2.753277
Ba4Mn4O16Rb4,3.193
B16C16Mg8,1.905114
N5P3,4.119561
In4K12Na8O16,3.303822
Br2Cs2Mn1O6V2,2.360785
Bi4I4S4,2.550108
Cl4Hg6Te4,2.817952
Bi8Cu6O28V4,3.331792
As12K24Nb4O4,1.652328
Co1K3N6O12,4.293992
Br12Ru4,1.191474
As4Na4S8,2.01196
B2Mg6N6,2.503222
Cl4Hg12O16P4,3.435056
H2O5V2,2.079879
B4Mn2O12Sn2,3.961015
I8Te16,1.105272
N2Tl2,0.322523
Cl4K12O4S12W4,2.935484
Cl8Mn1Na6,5.34558
Cl28Sn4W6,1.372315
Cu2I6Na2O18,3.388601
Ag3C6K2N6Na1,3.864896
F4H4N4O6Sn2,2.791621
Ag8Bi8Cl8S12,2.501266
Cl30Nb6,3.306048
Pd12Ta8Te20,0.107193
Cs2Cu10S6,1.275904
Cu2O2,1.944538
B4Cl4N8Sr8,3.848053
O1Rb2,2.4125965000000003
Co4O16Sb8,3.008082
H12I8Mg1O6,2.211909
Cu1O6V2,3.007805
As2O2Y2Zn2,1.796523
Mn2O4,0.140545
P4S16Sn4Tl4,2.246539
Ga4Mn4S10,1.011987
H6Ru1Sr2,3.629575
Cu4P4S12Tl4,2.9950879999999995
Fe4K8O10,4.148409
F24O6Tc6,3.419674
Bi8F4Nb4O20,3.611687
Cs4S8Sb4,2.571106
Au4Na12O8,3.078395
Ag1Al1S2,2.8359370000000004
I8O24Pd4,2.835508
Ca4Mn2O12Ta2,1.483081
Ga8K8Te16,2.013284
Cs4H8O16P4,6.9983960000000005
Cu2Fe2O4,1.766352
Cs4Cu6F24Ti2,4.177718
Cd2Ge4Na4S12,3.247651
O16P8,6.008395500000001
C8Cd1H10O12,4.171099
Ca4Cl2Fe2O6,1.367623
O16Se2Te6,4.03742
Cu2Lu2Se6Sr2,2.037139
Cl6Zr2,1.38411
Cd4Nb4O14,3.4297215
Li2N2Zr1,2.759975
Fe2O4Sr2,2.144439
As2Cu2Sr2,0.7583659999999997
N4Nb4O4,2.516827
Ba4Co2Cu4O4S4,2.407132
K4O14Zn12,2.762743
La16O24,4.668656
Cu3S4Sb1,0.3153700000000006
Co2Na8O6,2.691819
As2Rb6Se32,1.6505739999999998
I2O8Rb2,4.29585
Mo2Na4O24Te8,3.268796
C2F6H12N6Ti1,3.901584
F2Lu2S2,3.665933
Bi4Cs2Cu2S8,1.050985
Mn6O20Sr8,2.59368
F8Pb4,5.700419
F6N1S2Sb1,3.256124
Cs1O19P5Ti3,4.184176
Re8Si14,0.532261
H12N12Pb4S8,2.693139
B6S12Sr3,3.942414
Ba8Bi4Fe4S20,1.988364
Ba2K8S16V4,2.507448
Cs4Cu4Sb4Se10,1.677768
Cd4F2Sb10Sr10,0.05226
Ge1Mg2,0.5419559999999999
O10Sr4Ti3,3.109696
Ca2Cs1O10Ta3,3.427451
I32Pt12,0.441047
Ca16Fe8Mn8O40,1.44305
Cu4Lu4S8,2.7709415
Hg6Se8Tl4,1.85564
Cs8Mn4O16,1.980298
Bi2O12V2Zn4,3.708214
Se6Si2Tl4,2.220392
Ca8Ge4,0.755618
Br12Hg14P8,2.127835
Cl6La2,5.770922
Mo2Na1O8Rb3,5.619596
Pt8Sb8Si8,0.407973
As4Pb9S15,2.15923
C6Cd2N6Ru1,3.994766
H12N4Se8Zn2,1.146119
Be2Mg1P2,1.2966609999999994
H6Hf1Na2O6,6.221697
Ca4Cd2P4,2.058244
Ag4Mn2O16Sr2V4,2.90992
Ga4Li4Se8,3.041588
Cs8O12Sn8,3.408305
As4O20Sb4,3.400211
C8H24N4O4,4.484554
In8O16Sr4,3.180887
Au2I8Li2,1.2463110000000002
In2O12Sr4Ta2,5.377624
Li4O14Sr2Ta4,3.6542
As2Cl26Nb2P2,3.217653
C4Cr1H4N1O10,2.578865
N8Se8,2.581105
Bi8Se12,1.418323
Mn4Nb8O24,3.524886
B4Cr4O16Pb4,3.328646
O28P8Pb2V4,3.01933
Cl4Cu4Se8,1.714731
Mn2O26Te12,3.24377
Ba8Si4,0.422858
O16Sb4Ta4,3.949102
Bi10Mo3O24,3.439149
B2Cr4O24P6,4.765198
Ge8Rh8Te8,0.709747
Cu6Rb2S4,1.5351339999999998
Bi14Br16Pd1,1.375046
Ag2Br6Hg7P8,1.445563
Cu2Lu2S6Sr2,2.335457
H8K2O14V2,4.230575
I3K3O9,3.643067
O1Pb1Sr3,0.186794
Cl16Cs8Cu4,2.520105
Cr2P2S8,1.907145
K4Ni3O6,1.303767
Li16N4Te2,3.379276
K1S8V5,1.081492
Cl18Cs6Tl4,3.1415800000000003
Br6K2Sn1,2.189989
Ag2Ga2P4Se12,1.390136
Cl2Fe2Mo2O8,2.749138
S4V2,0.193664
Al2As6Cl8S10,3.248365
O2V2,2.598508
Cd2In4Se8,0.84982
Fe4S12Ta18,0.248333
Ag3I9Tl6,3.189507
Cl20Cs12Cu8,3.950881
Mn4O18Pb4Si4,2.348835
Ag8O24Te8,2.628076
As4Se4Y4,0.134703
O36P16,7.116759
P32Re8,1.470128
F28Hf4K4Pd4,3.569113
F8Mn2Tl2,3.120476
Ca2Ga4S8,3.6027369999999994
Ca4I2N2,3.408036
B30Na2,0.572054
S20Sb12Tl4,2.029217
K4P4Pd4S16,2.679237
Bi2K2P4Se12,2.503581
Cl16In4Ru2Te18,1.83859
Cs8Mo4S16,2.474312
Ge2K2S8Y2,3.297407
Al2F1K4Nb11O20,1.134931
Ba8S16Ti4,2.8685850000000004
Cs2Se6Y2Zn2,3.102255
Ag6Ge10P12,0.9147989999999996
Pt4Rb2Se6,1.636463
I2O12Rb2Sn2,3.827604
K6P2,0.754267
Cl8O4,2.767403
C2Fe2H10O8P2,4.020256000000001
Se22Ta4Tl8,0.086639
La4P20,0.660004
K4Mn4Na4O8,2.664956
Li1O2Rh1,3.27862
F36Nb4Se4,6.556507
Cs2Mn2O24P8,3.141378
Ag2Cs10O18Si6,4.322567
Cl12O2S2Ti2,3.697928
Cl18Nb6Tl2V1,1.29041
Ba8Ga4Sb4Se20,2.223655
S4V4,2.600455
Ga2P2,2.045549
Ba4Ge8P8,1.145791
H6N4O4Pd1,4.002078
Li2O4Tl2,1.136389
Ca4Mg4Si4,0.3001240000000003
Ag2Bi6S10,1.012792
Ga4La4O2S12Zn2,3.609401
Cu6P2S8,2.3479330000000003
Cr4La4Se12,0.505065
Co4P12Si12,1.888729
Ag1Cl1,2.405207
Bi8Mn8O24,1.5649505
Cl2Co1O8,4.780447
Mo4O24Sb8,2.020098
Cd2O28P8V4,2.5300200000000004
Hg1Sn1Te4Tl2,0.57835
Li2Ni1O2,4.787629
F9Rh3,2.385292
Ba4N8Si4,4.000655999999999
Bi4Mn4O20P4,4.177528
Sb6Te9,0.428582
Cd4K1P3,0.572788
H12La2O12P6,7.026889
Bi8O22Ta4,3.869899
Ga4P8Sr6,1.722367
As4K12Se16,2.020273
Ba8I16,4.420592
Br12Te2Tl4,2.7977770000000004
K16O16Si4,4.356091
Cu5Na8O10,1.3040160000000005
Ge2Sb2Te5,0.091828
Pb2Se4,0.074749
Li2O26V12,0.982142
F6Li1Os1,3.505471
Ba4Fe6O16Y2,2.411467
H2O14Rb2Se4Zn4,5.604055
F8Se12Sn4Sr8,2.283209
Ge2Mg2P4,2.115911
C8H4Mn2O8P2,4.168136
Cl6Cs2Pb1,2.366543
Ca2Nb3O10Rb1,2.80661
Co1O6V2,2.7742150000000003
Li1P1Sr1,1.459967
N20Ta12,0.322839
P8Pd8S8,2.010455
Se16Sr4Y8,2.260673
Ba12Ge4O4,0.740163
Ba2Cu4O4,2.730083
Ge6O18Ti2Tl4,3.631555
Ag8O12Se4,3.122742
I6P2,3.098866
Se6Zr2,1.038285
O10Pb4Te2,3.128018
Co2Li2N4Sr4,1.552585
Mn16O40Y8,2.662854
Hf2N4,1.469404
As4Cl12,4.887025
Hg12I8Se8,1.9953220000000005
C8H4N8O4Pt2Rb4,2.464646
Br4C8O8W2,2.794236
Ge4Mn8Se16,1.404063
La12O12Sb4,1.301852
Al1H3Sr1,0.364076
Mn8Na4O16,1.042497
Cl2Cu6O16Se4Y2,3.417652
Ag4Se8Y4,2.074444
Cu4O24Te4Tl16,2.445974
I12Nb2Te8,1.465842
I6O18Rb2Zr1,4.526052
K2Mn2P2,2.063362
Cu1Li2O8W2,3.204724
Co4P12,0.1100349999999998
Li2Rb4S8V2,2.664131
Ca4O20V8,3.252845
Nb4Se18,1.332653
B2O6Tl6,2.086204
Ge2P2Rb6Se14,2.378306
K7Nb1O24S6,4.15293
O18Re4V2,3.326853
Cl16I8K8,3.506741
Na24Te24,0.957569
Cs1Lu1S2,3.052284
Ca2H6Ru1,3.884479
Cl4Re12S16,2.440744
K4Mn2Te4,3.100112
Ge4K8Te16,1.662465
Hf2Se6,0.285387
Li8O6Pt1,3.952403
Cl10Fe2Tl6,3.507274
Be3N2,4.027874
Al6Bi6O18,3.959969
Cu4Pt8S16,0.8918340000000002
N8Pb4S8,1.962134
Cd4Na4S12Sb4,1.73527
Bi2Br2Fe2S4,2.492673
